source,league.year,league.name,ident,game.date,game.number,away.name,away.score,home.name,home.score,game.ref
boxscores/1915/1915-DMN,1915,Texas League,0408-beaumont-houston-0,19150408,0,Houston,5,Beaumont,1,VRMTXVP
boxscores/1915/1915-DMN,1915,Texas League,0408-galveston-sanantonio-0,19150408,0,Galveston,4,San Antonio,5,LLZLNYP
boxscores/1915/1915-DMN,1915,Texas League,0408-dallas-shreveport-0,19150408,0,Dallas,3,Shreveport,4,ZKZJYYX
boxscores/1915/1915-DMN,1915,Texas League,0408-fortworth-waco-0,19150408,0,Fort Worth,9,Waco,2,WRJBJMG
boxscores/1915/1915-DMN,1915,Texas League,0409-beaumont-houston-0,19150409,0,Houston,1,Beaumont,7,HRXBFTT
boxscores/1915/1915-DMN,1915,Texas League,0409-galveston-sanantonio-0,19150409,0,Galveston,7,San Antonio,5,VNZLRHY
boxscores/1915/1915-DMN,1915,Texas League,0409-dallas-shreveport-0,19150409,0,Dallas,3,Shreveport,4,SSCNJXZ
boxscores/1915/1915-DMN,1915,Texas League,0409-fortworth-waco-0,19150409,0,Fort Worth,1,Waco,5,MVVPSGP
boxscores/1915/1915-DMN,1915,Texas League,0410-beaumont-houston-0,19150410,0,Houston,7,Beaumont,4,FFBFRGW
boxscores/1915/1915-DMN,1915,Texas League,0410-galveston-sanantonio-0,19150410,0,Galveston,,San Antonio,,BSBBFJD
boxscores/1915/1915-DMN,1915,Texas League,0410-dallas-shreveport-0,19150410,0,Dallas,4,Shreveport,5,TSHHPHB
boxscores/1915/1915-DMN,1915,Texas League,0410-fortworth-waco-0,19150410,0,Fort Worth,4,Waco,11,XTZMKXF
boxscores/1915/1915-DMN,1915,Texas League,0411-beaumont-galveston-0,19150411,0,Galveston,9,Beaumont,5,KMBXZML
boxscores/1915/1915-DMN,1915,Texas League,0411-houston-sanantonio-0,19150411,0,Houston,9,San Antonio,1,KSPKXYY
boxscores/1915/1915-DMN,1915,Texas League,0411-fortworth-shreveport-0,19150411,0,Fort Worth,2,Shreveport,3,DGVWPPZ
boxscores/1915/1915-DMN,1915,Texas League,0411-dallas-waco-0,19150411,0,Dallas,5,Waco,3,GCSNWQW
